kode;navn
441256;Sallinge By, Hillerslev
441257;Vantinge By, Hillerslev
441351;Bjerne By, Horne
441352;Bøjden By, Horne
441353;Dyreborg By, Horne
441354;Horne By, Horne
441355;Hvedholm Hgd., Horne
441651;Egeskov By, Krarup
441652;Frydenborg, Krarup
441653;Krarup By, Krarup
441654;Lydinge By, Krarup
441655;Snarup By, Krarup
441656;Søfælde By, Krarup
441851;Lundegård Hgd., Nr. Broby
441852;Nr. Broby By, Nr. Broby
441853;Ståby By, Nr. Broby
441854;Vittinge By, Nr. Broby
441951;Lyndelse By, Sandholts Lyndelse
441952;Sandholt Hgd., Sandholts Lyndelse
442051;Enemærket, Svanninge
442052;Faldsled By, Svanninge
442053;Illum Ø, Svanninge
442054;Østerby By, Svanninge
442055;Svanninge By, Svanninge
442151;Allerup By, Sdr. Broby
442152;Brobygård Hgd., Sdr. Broby
442153;Sdr. Broby By, Sdr. Broby
442154;Tørringe By, Sdr. Broby
442155;Ølsted By, Sdr. Broby
442351;Vantinge By, Vantinge
442451;Søby Søgård Hgd., Vejle
442452;Vejle By, Vejle
442453;Vejlegård Hgd., Vejle
442551;Brændegård Hgd., V. Åby
442552;Ditlevslyst, V. Åby
442553;Kragegård, V. Åby
442554;Pejrup By, V. Åby
442555;Pilegård, V. Åby
442556;V. Åby By, V. Åby
442651;Skadeløkker, V. Hæsinge
442652;Stenderup By, V. Hæsinge
442653;V. Hæsinge By, V. Hæsinge
442851;Arreskov Hgd., Ø. Hæsinge
442852;Sollerup, Ø. Hæsinge
442853;Vilhelmsgave, Ø. Hæsinge
442854;Ø. Hæsinge By, Ø. Hæsinge
2003951;Faaborg Bygrunde
2003952;Faaborg Markjorder
2003953;Avernakø, Faaborg Jorder
2003954;Korshavn, Faaborg Jorder
2003955;Munke, Faaborg Jorder
2003956;Bjørnø, Faaborg Jorder
2003957;Lyø, Faaborg Jorder
1410251;Bjerning Ejerlav, Bjerning
1410252;Errested, Bjerning
1410253;Ladegård Ejerlav, Bjerning
1410351;Anslet, Fjelstrup
1410352;Fjelstrup Ejerlav, Fjelstrup
1410353;Knud, Fjelstrup 
1410354;Sillerup, Fjelstrup
1410551;Hjerndrup Ejerlav, Hjerndrup
1420151;Åstrup Ejerlav, Åstrup
1420152;Ladegård, Åstrup
1420251;Gl. Haderslev Ejerlav, Gl. Haderslev
1420252;Erlev, Gl. Haderslev
1420253;Fredsted, Gl. Haderslev
1420351;Grarup Ejerlav, Grarup
1420451;Halk Ejerlav, Halk
1420452;Hejsager, Halk
1420453;Sode, Halk
1420551;Diernæs, Hoptrup
1420552;Hoptrup Ejerlav, Hoptrup
1420553;Kestrup, Hoptrup
1420554;Kirkeby, Hoptrup
1420555;Marstrup, Hoptrup
1420556;Pamhule, Hoptrup
1420557;Sønderballe, Hoptrup
1420651;Bramdrup, Moltrup
1420652;Moltrup Ejerlav, Moltrup
1420653;Rovstrup, Moltrup
1420751;Lunding, Starup
1420752;Vandling, Starup
1420851;Kelstrup, Vilstrup
1420852;Nr. Vilstrup, Vilstrup
1420853;Sdr. Vilstrup, Vilstrup
1420951;Ørby, Vonsbæk
1420952;Vonsbæk Ejerlav, Vonsbæk
1421051;Årø, Øsby
1421052;Flovt, Øsby
1421053;Hajstrup, Øsby
1421054;Øsby Ejerlav, Øsby
1421055;Kvistrup, Øsby
1430151;Enderupskov, Gram
1430152;Gram Ejerlav, Gram
1430153;Kastrup, Gram
1430154;Tiset, Gram
1430155;V. Lindet, Gram
1430251;Hammelev Ejerlav, Hammelev
1430252;Gl. Ladegård, Hammelev
1430253;Styding, Hammelev
1430254;Pamhule, Hammelev
1430351;Jegerup Ejerlav, Jegerup
1430551;Maugstrup Ejerlav, Maugstrup
1430552;Simmersted, Maugstrup
1430651;Nustrup Bæk, Nustrup
1430652;Gabøl, Nustrup
1430653;Kolsnap, Nustrup
1430654;Nustrup Ejerlav, Nustrup
1430655;Skibelund, Nustrup
1430751;Mølby, Oksenvad
1430752;Ørsted, Oksenvad
1430753;Oksenvad Ejerlav, Oksenvad
1430754;Stursbøl, Oksenvad
1430851;Skrydstrup Ejerlav, Skrydstrup
1430852;Uldal, Skrydstrup
1430951;Kastvrå, Sommersted
1430952;Lerte, Sommersted
1430953;Revsø, Sommersted
1430954;Sommersted Ejerlav, Sommersted
1431051;Abkær, Vedsted
1431052;Arnitlund, Vedsted
1431053;Høgelund, Vedsted
1431054;Over Jerstal, Vedsted
1431055;Skovby, Vedsted
1431056;Ustrup, Vedsted
1431057;Vedbøl, Vedsted
1431151;Vojens Ejerlav, Vojens
1440151;Fole Ejerlav, Fole
1450153;Galsted, Agerskov
1450251;Bevtoft Ejerlav, Bevtoft
1450252;Hjartbro, Bevtoft
1450253;Hyrup, Bevtoft
1450254;Strandelhjørn, Bevtoft
1460451;Højrup Ejerlav, Højrup
1460452;Lindetskov, Højrup
2007851;Haderslev
2007852;Haderslev Dam
2007853;Sdr. Otting under Haderslev
340251;Birkende By, Birkende
340252;Sellebjerg Hgd., Birkende
340253;Vejrupgård, Birkende
340351;Birkebjerg By, Dalby
340352;Dalby By, Dalby
340353;Hersnap By, Dalby
340354;Mosegård, Dalby
340551;Hundslev By, Kølstrup
340552;Kejrup, Kølstrup
340553;Kertinge By, Kølstrup
340554;Kølstrup By, Kølstrup
340555;Ladby By, Kølstrup
340556;Ulriksholm Hgd., Kølstrup
340651;Holev By, Marslev
340652;Klarskov, Marslev
340653;Marslev By, Marslev
340654;Radstrup By, Marslev
340655;Vejrupgård, Marslev
340751;Mesinge By, Mesinge
340752;Salby By, Mesinge
340753;Tårup By, Mesinge
340754;Tårup Strand, Mesinge
340851;Dræby By, Munkebo
340852;Munkebo By, Munkebo
340853;Tornø By, Munkebo
340854;Vigerø-Lindø Inddæmning, Munkebo
340855;Østergård Hgd., Munkebo
340951;Lundsgård Hgd., Revninge
340952;Revninge By, Revninge
341051;Hundslev By, Rynkeby
341052;Rynkeby By, Rynkeby
341053;Skovsbo Hgd., Rynkeby
341054;Tvinde By, Rynkeby
341055;Urup By, Rynkeby
341151;Bogensø, Stubberup
341152;Brockdorff Hgd., Stubberup
341153;Egense By, Stubberup
341154;Langø, Stubberup
341155;Martofte By, Stubberup
341156;Nordskov By, Stubberup
341157;Scheelenborg Hgd., Stubberup
341158;Snave By, Stubberup
341159;Stubberup By, Stubberup
341251;Broløkke Hgd., Viby
341252;Hverringe Hgd., Viby
341253;Måle By, Viby
341254;Romsø Ø, Viby
341255;Viby By, Viby
350851;Røjerup By, Rønninge
350852;Rønninge By, Rønninge
2003651;Kerteminde Bygrunde
2003652;Kerteminde Markjorder
2003653;Tårup Strand, Kerteminde Jorder
2003654;Bregnør, Kerteminde Jorder
2003655;Drigstrup, Kerteminde Jorder
2003656;Ll. Viby, Kerteminde Jorder
2003657;Over Kærby, Kerteminde Jorder
1150251;Bramdrup By, Nr. Bramdrup
1150451;Sdr. Vilstrup By, Sdr. Vilstrup
1150551;Almind By, Almind
1150552;Dons By, Almind
1150553;Møsvrå By, Almind
1150651;Eltang By, Eltang
1150652;Lilballe By, Eltang
1150653;Nr. Stenderup By, Eltang
1150654;Nr. Bjert By, Eltang
1150751;Ejstrup By, Harte
1150752;Harte By, Harte
1150753;Påby By, Harte
1150754;Rådvad By, Harte
1150755;Stubdrup By, Harte
1150851;V. Nebel By, V. Nebel
1150951;Nr. Bjert By, Nr. Bjert
1151151;Viuf By, Viuf
1270451;Hjarup By, Hjarup
1270551;Jordrup By, Jordrup
1270552;Knudsbøl By, Jordrup
1270651;Egholt By, Lejrskov
1270652;Ferup By, Lejrskov
1270653;Højrup By, Lejrskov
1270654;Lejrskov By, Lejrskov
1270655;Uhre By, Lejrskov
1270656;Vrå By, Lejrskov
1270751;Seest By, Seest
1270752;Vranderup By, Seest
1270851;Lunderskov By, Skanderup
1270852;Nagbøl By, Skanderup
1270853;Skanderup By, Skanderup
1270951;Bastrup By, Vamdrup
1270952;Bønstrup By, Vamdrup
1270953;Hafdrup By, Vamdrup
1270954;Holt By, Vamdrup
1270955;V. Vamdrup By, Vamdrup
1270956;Østerbygård Hgd., Vamdrup
1270957;Ø. Vamdrup By, Vamdrup
1310251;Agtrup By, Sdr. Bjert
1310252;Binderup By, Sdr. Bjert
1310253;Skartved By, Sdr. Bjert
1310254;Sdr. Bjert By, Sdr. Bjert
1310451;Bjerggård, Dalby
1310452;Dalby By, Dalby
1310453;Rebæk By, Dalby
1310454;Strårup By, Dalby
1310455;Tved By, Dalby
1310751;Hejls By, Hejls
1310752;Vargårde, Hejls
1311151;Sdr. Stenderup By, Sdr. Stenderup
1311152;Varmark By, Sdr. Stenderup
1311251;Åstorp By, Taps
1311252;Brænore By, Taps
1311253;Tapsøre By, Taps
1311351;Grønninghoved By, Vejstrup
1311352;Sjølund By, Vejstrup
1311353;Vejstruprød By, Vejstrup
1311551;Vonsild By, Vonsild
1311651;Drenderup, Ødis
1311652;Fovslet, Ødis
1311653;Ødis By, Ødis
1311654;Ødis-Bramdrup By, Ødis
1410151;Aller Ejerlav, Aller
1410152;Skovhuse, Aller
1410153;Stubbom, Aller
1410451;Frørup Ejerlav, Frørup
1410651;Anderup, Stepping
1410652;Bjerndrup, Stepping
1410653;Højrup, Stepping
1410654;Kolstrup, Stepping
1410655;Stepping Ejerlav, Stepping
1410751;Bojskov, Tyrstrup
1410752;Favervrå, Tyrstrup
1410753;Favstrup, Tyrstrup
1410754;Hvinderup, Tyrstrup
1410755;Seggelund, Tyrstrup
1410756;Skovrup, Tyrstrup
1410757;Torning, Tyrstrup
1410758;Tyrstrup Ejerlav, Tyrstrup
2006851;Kolding Bygrunde
2006852;Kolding Markjorder 1.Afd.
2006853;Kolding Markjorder 2.Afd.
2006854;Kolding Markjorder 3.Afd.
2006855;Kolding Markjorder 4.Afd.
2007951;Christiansfeld
431351;Strynø By, Strynø
450151;Bøstrup By, Bøstrup
450152;Egeløkke Hgd., Bøstrup
450153;Emmerbølle By, Bøstrup
450154;Fæbæk By, Bøstrup
450155;Helletofte By, Bøstrup
450156;Lejbølle By, Bøstrup
450157;Nedergård Hgd., Bøstrup
450158;Næstebølle By, Bøstrup
450159;Svalebølle By, Bøstrup
450251;Hou Ejerlav, Hou
450252;Låddenborg Hus, Hou
450253;Nygård, Hou
450254;Skiften Ejerlav, Hou
450255;Snøde Præstegård, Hou
450256;Østerhuse Ejerlav, Hou
450351;Biskopstorp Hgd., Simmerbølle
450352;Kassebølle By, Simmerbølle
450353;Kulepile By, Simmerbølle
450354;Rifbjerg By, Simmerbølle
450355;Simmerbølle By, Simmerbølle
450356;Stat-Enevængerne, Simmerbølle
450451;Kragholm By, Skrøbelev
450452;Fårevejle Hgd., Skrøbelev
450453;Henninge By, Skrøbelev
450454;Skrøbelev By, Skrøbelev
450455;Skrøbelev Strand, Skrøbelev
450456;Søvertorp Hgd., Skrøbelev
450457;Torpe By, Skrøbelev
450551;Ennebølle By, Snøde
450552;Ll. Snøde By, Snøde
450553;Stensgård Hgd., Snøde
450554;St. Snøde By, Snøde
450555;Tressebølle By, Snøde
450651;Nygård, Stoense
450652;Skattebølle By, Stoense
450653;Stoense By, Stoense
450751;Botofte By, Tranekær
450752;Korsebølle, Tranekær
450753;Pæregård, Tranekær
450754;Stengade Sø, Tranekær
450755;Strandby By, Tranekær
450756;Tranekær By, Tranekær
450757;Tranekær Hgd., Tranekær
450851;Blegholm, Tullebølle
450852;Frellesvig By, Tullebølle
450853;Klavsebølle By, Tullebølle
450854;Lismose By, Tullebølle
450855;Løkkeby By, Tullebølle
450856;Skebjerg, Tullebølle
450857;Stengade By, Tullebølle
450858;Tullebølle By, Tullebølle
460151;Fodslette By, Fodslette
460152;Hjortholm Hgd., Fodslette
460153;Lykkesholm Hgd., Fodslette
460154;Ore By, Fodslette
460251;Fuglsbølle By, Fuglsbølle
460252;Skovsbo Hgd., Fuglsbølle
460253;Snaremose Sø, Fuglsbølle
460254;Vesterby By, Fuglsbølle
460255;Østerby By, Fuglsbølle
460351;Brandsby By, Humble
460352;Havbølle By, Humble
460353;Helsned By, Humble
460354;Hesselbjerg By, Humble
460355;Humble By, Humble
460356;Kædeby By, Humble
460357;Lindelse By, Humble
460358;Ristinge By, Humble
460359;Ristinge Nor, Humble
460360;Skovsgård Hgd., Humble
460361;Vestergård Hgd., Humble
460451;Hennetved By, Lindelse
460452;Herslev By, Lindelse
460453;Illebølle By, Lindelse
460454;Lindelse By, Lindelse
460455;Vindeby By, Lindelse
460551;Assemose By, Longelse
460552;Møllegård Hgd., Longelse
460553;Nr. Longelse By, Longelse
460554;Pederstrup By, Longelse
460555;Spodsbjerg By, Longelse
460556;Sdr. Longelse By, Longelse
460557;Søvertorp Hgd., Longelse
460651;Bagenkop By, Magleby
460652;Broløkke Hgd., Magleby
460653;Fakkenor, Magleby
460654;Lunde Nor, Magleby
460655;Magleby Nor, Magleby
460656;Nordenbro By, Magleby
460657;Søgård Hgd., Magleby
460658;Søndenbro By, Magleby
460751;Tryggelevgård, Tryggelev
460752;Lykkesholm Hgd., Tryggelev
460753;Tryggelev By, Tryggelev
2004251;Rudkøbing Bygrunde
2004252;Rudkøbing Markjorder
391851;Emtekær By, Tanderup
391852;Håre By, Tanderup
391853;Hjorte By, Tanderup
391854;Minedal Hgd., Tanderup
391855;Nakke By, Tanderup
400151;Asperup By, Asperup
400152;Båring By, Asperup
400153;Kærby By, Asperup
400251;Balslev By, Balslev
400252;Mosegård By, Balslev
400351;Å Højrup By, Brenderup
400352;Bro By, Brenderup
400353;Brenderup By, Brenderup
400354;Fyllested By, Brenderup
400355;Graderup By, Brenderup
400356;Holse By, Brenderup
400357;Kærsgård Hgd., Brenderup
400358;Køstrup By, Brenderup
400359;Skovs Højrup By, Brenderup
400360;Varbjerg, Brenderup
400451;Ejby By, Ejby
400551;Billesbølle Hgd., Fjelsted
400552;Fjellerup By, Fjelsted
400553;Fjelsted By, Fjelsted
400554;Sletterød By, Fjelsted
400651;Føns By, Føns
400652;Fønsskov By, Føns
400653;Tybrind Hgd., Føns
400751;Gamborg By, Gamborg
400752;Gamborg Inddæmning, Gamborg
400851;Gelsted By, Gelsted
400852;Hønnerup By, Gelsted
400853;Hønneruplund, Gelsted
400854;Kindstrup By, Gelsted
400855;Lunge By, Gelsted
400856;Tårup By, Gelsted
400951;Graderup By, Harndrup
400952;Harndrup By, Harndrup
401051;Sdr. Åby Inddæmning, Husby
401052;Brandsø, Husby
401053;Eskør By, Husby
401054;Eskør Inddæmning, Husby
401055;Husby By, Husby
401056;Hygind By, Husby
401057;Hygind Torp, Husby
401058;Sdr. Åby By, Husby
401059;Wedellsborg Hgd., Husby
401151;Bubel By, Indslev
401152;Indslev By, Indslev
401153;Kærby By, Indslev
401154;Kærbyholm By, Indslev
401155;Indslev Tårup, Indslev
401156;Vejrup By, Indslev
401251;Kauslunde By, Kauslunde
401252;Skrillinge By, Kauslunde
401253;Svenstrup By, Kauslunde
401254;Voldby By, Kauslunde
401351;Fænø, Middelfart
401451;Brandstrup By, Nr. Aaby
401452;Byllerup By, Nr. Aaby
401453;Gadstrup By, Nr. Aaby
401454;Nr. Aaby By, Nr. Aaby
401551;Blanke By, Rorslev
401552;Rorslev By, Rorslev
401751;Billeshave Hgd., Strib-Røjleskov
401752;Røjle By, Strib-Røjleskov
401753;Staurby By, Strib-Røjleskov
401754;Strib Færgegård, Strib-Røjleskov
401755;Vejlby By, Strib-Røjleskov
401851;Udby By, Udby
401852;Viby By, Udby
401951;Aulby By, Vejlby
401952;Kustrup By, Vejlby
401953;Røjle By, Vejlby
401954;Staurby By, Vejlby
401955;Vejlby By, Vejlby
402051;Balslev By, Ørslev
402052;Ellesø By, Ørslev
402053;Tellerup By, Ørslev
402054;Tybrind Hgd., Ørslev
402055;Ørslev By, Ørslev
2003751;Middelfart Bygrunde
2003752;Middelfart Markjorder
2003753;Hindsgavl, Middelfart Jorder
360251;Bladstrup By, Hjadstrup
360252;Brandsby By, Hjadstrup
360253;Emmelev By, Hjadstrup
360254;Gyrup By, Hjadstrup
360255;Hjadstrup By, Hjadstrup
360256;Kappendrup By, Hjadstrup
360451;Beldringe By, Lunde
360452;Fremmelev By, Lunde
360453;Kronjorden, Lunde
360454;Ravnsmark, Lunde
360455;Tåstrup By, Lunde
360456;Ulkendrup, Lunde
360457;V. Lunde By, Lunde
360458;Ø. Lunde By, Lunde
360551;Egense By, Norup
360552;Hasmark By, Norup
360553;Hofmansgave Hgd., Norup
360554;Norup By, Norup
360555;Norup Strand, Norup
360651;Hjorslev By, Otterup
360652;Nislevgård Hgd., Otterup
360653;Otterup By, Otterup
360654;Ørritslevgård, Otterup
360751;Gerskov By, Skeby
360752;Skeby By, Skeby
360753;Skeby Strand, Skeby
360754;Ølund By, Skeby
360755;Ørritslev By, Skeby
360851;Daugstrup By, Østrup
360852;Lumby Strand, Østrup
360853;Vigelsø, Østrup
360854;Østrup By, Østrup
370151;Bederslev By, Bederslev
370152;Pugholm Gde., Bederslev
370153;Vellinge By, Bederslev
370251;Engeldrup By, Grindløse
370252;Grindløse By, Grindløse
370253;Gyldensteens Strand, Grindløse
370254;Jerstrup Hgd., Grindløse
370255;Vesterby By, Grindløse
370256;V. Egense By, Grindløse
370351;Gyldensteens Strand, Klinte
370352;Jersore By, Klinte
370353;Klinte By, Klinte
370354;Klinte Strand, Klinte
370355;Nørreby By, Klinte
370356;Æbelø, Klinte
370451;Agernæs By, Krogsbølle
370452;Bårdesø By, Krogsbølle
370453;Egebjerggård Hgd., Krogsbølle
370454;Gyngstrup By, Krogsbølle
370455;Gundstrup By, Krogsbølle
370456;Kørup Hgd., Krogsbølle
370457;Den inddæmmede Strand, Krogsbølle
370458;Krogsbølle By, Krogsbølle
370459;Tørresø By, Krogsbølle
370551;Nr. Højrup By, Nr. Højrup
370651;Bredstrup By, Nr. Nærå
370652;Nr. Nærå By, Nr. Nærå
370653;Klinte Strand, Nr. Nærå
370654;Ringe By, Nr. Nærå
370655;Roerslev By, Nr. Nærå
370656;Uggerslev By, Nr. Nærå
370751;Bastrup By, Skamby
370752;Bare Brøndstrup By, Skamby
370753;Bolmerod By, Skamby
370754;Glavendrup By, Skamby
370755;Jydemark, Skamby
370756;Rostrup By, Skamby
370757;Skamby By, Skamby
370758;Stensby By, Skamby
370759;Torup By, Skamby
370760;Ullerup By, Skamby
370851;Bladstrup By, Uggerslev
370852;Jydemark, Uggerslev
370853;Slevstrup By, Uggerslev
370854;Uggerslev By, Uggerslev
370855;Uggerslevgård Hgd., Uggerslev
380151;Ejlby By, Ejlby
380152;Kile By, Ejlby
380153;Ejlby Lunde By, Ejlby
380251;Kolshave By, Guldbjerg
380252;Moderup By, Guldbjerg
380253;Smidstrup By, Guldbjerg
380351;Ejlskov By, Hårslev
380352;Farsbølle By, Hårslev
380353;Gamby By, Hårslev
380354;Hårslev By, Hårslev
380355;Hindevad By, Hårslev
380356;Holse By, Hårslev
380357;Labøllegård, Hårslev
380358;Lykkesborg, Hårslev
380359;Skovsgårde, Hårslev
380360;Prisak, Hårslev
380361;Paddesø, Hårslev
380362;St. Trolddal, Hårslev
380363;Vierne By, Hårslev
380451;Bækkegårde, Melby
380452;Jullerup By, Melby
380453;Lådne Brøndstrup, Melby
380454;Melby By, Melby
380551;Hugget Hgd., Ore
380552;Ore By, Ore
380553;Oregård Hgd., Ore
380554;Skåstrup By, Ore
380555;Ørbæk By, Ore
380651;Gyldensteen Hgd., Nr. Sandager
380652;Gyldensteens Strand, Nr. Sandager
380653;Langø, Nr. Sandager
380654;Lindholm, Nr. Sandager
380655;Nr. Esterbølle By, Nr. Sandager
380656;Sandagergård Hgd., Nr. Sandager
380751;Bogense Strand, Skovby
380752;Skovby Nymark, Skovby
380753;Harritslev By, Skovby
380754;Harritslevgård Hgd., Skovby
380755;Kærby By, Skovby
380756;Ore Ellegård, Skovby
380757;Skovby By, Skovby
380758;Tofte By, Skovby
380851;Askeby By, Særslev
380852;Hemmerslev By, Særslev
380853;Kosterslev By, Særslev
380854;Maderup By, Særslev
380855;Moderup By, Særslev
380856;Slagstrup By, Særslev
380857;Svenstrup By, Særslev
380858;Særslev By, Særslev
380859;Sdr. Esterbølle By, Særslev
380860;Toderup By, Særslev
380951;Dallund Hgd., Søndersø
380952;Serup By, Søndersø
380953;Søndersø By, Søndersø
380954;Søndersø Skovhuse, Søndersø
380955;Vedby By, Søndersø
380956;Ørritslev By, Søndersø
381051;Elvedgård Hgd., Veflinge
381052;Fuglebjerglund, Veflinge
381053;Gravergård, Veflinge
381054;Hedegårde, Veflinge
381055;Høved Gde., Veflinge
381056;Kosterslev Skovhave, Veflinge
381057;Marienro, Veflinge
381058;Rugård, Veflinge
381059;Skovmøllen, Veflinge
381060;Købeskov, Veflinge
381061;Sasserod By, Veflinge
381062;Veflinge By, Veflinge
381063;Venteløkke, Veflinge
381064;Væde By, Veflinge
381151;Amagergårde, Vigerslev
381152;Birkegård, Vigerslev
381153;Elverud Gde., Vigerslev
381154;Farstrup By, Vigerslev
381155;Gl. Havsted, Vigerslev
381156;Bredbjerg By, Vigerslev
381157;Havgård, Vigerslev
381158;Kelleby By, Vigerslev
381159;Langesø Hgd., Vigerslev
381160;Margård Hgd., Vigerslev
381161;Morud By, Vigerslev
381162;Morudskov, Vigerslev
381163;Rue By, Vigerslev
381164;Himmelstrup Gde., Vigerslev
381165;Travn Gde., Vigerslev
381166;Sværupgård, Vigerslev
381167;Tågerud By, Vigerslev
381168;Tværskov By, Vigerslev
381169;Vigerslev By, Vigerslev
2003551;Bogense Bygrunde
2003552;Bogense Markjorder
2003553;Bogense Strand, Bogense Jorder
2003554;Gyldensteens Strand, Bogense Jorder
410251;Aunslev By, Aunslev
410252;Juelsberg Hgd., Aunslev
410253;Kissendrup By, Aunslev
410254;Korkendrup By, Aunslev
410255;Nordenhuse, Aunslev
410256;Regstrup By, Aunslev
410257;Skalkendrup By, Aunslev
410351;Bovense By, Bovense
410352;Grønholt, Bovense
410353;Lysemose, Bovense
410354;Strandskovgård, Bovense
410451;Kullerup By, Ellested
410452;Lindeskov By, Ellested
410453;Lykkesholm Hgd., Ellested
410454;Nymølle, Ellested
410551;Bækstrup By, Ellinge
410552;Ellinge By, Ellinge
410553;Pårup By, Ellinge
410651;Dinestrup Gde., Flødstrup
410652;Flødstrup By, Flødstrup
410653;Hannesborg, Flødstrup
410654;Kissendrup By, Flødstrup
410655;Langtved By, Flødstrup
410656;Mullerup By, Flødstrup
410657;Risinge Hgd., Flødstrup
410658;Rørbæk Hgd., Flødstrup
410659;Visby Gde., Flødstrup
410751;Frørup By, Frørup
410752;Kongshøj, Frørup
410753;Lundsgård, Frørup
410754;Slude By, Frørup
410755;Tårup By, Frørup
410951;Herrested By, Herrested
410952;Kastel By, Herrested
410953;Kragelund By, Herrested
410954;Måre By, Herrested
410955;Måreskov, Herrested
410956;Ravnholt Hgd., Herrested
410957;Sofienlund, Herrested
410958;Villumstrup By, Herrested
411051;Holmegård, Kullerup
411052;Juulskov Hgd., Kullerup
411053;Kullerup By, Kullerup
411054;Liselund, Kullerup
411055;Såderup By, Kullerup
411151;Dyrehavegård, Nyborg
411152;Hjulby By, Nyborg
411153;Juelsberg Hgd., Nyborg
411154;Regstrup By, Nyborg
411251;Refsvindinge By, Refsvindinge
411351;Biskopstorp By, Skellerup
411352;Grøftemølle, Skellerup
411353;Hindemae Hgd., Skellerup
411354;Møllegård, Skellerup
411355;Skellerup By, Skellerup
411356;Skovballe By, Skellerup
411651;Ullerslev By, Ullerslev
411751;Holckenhavn Hgd., Vindinge
411752;Kogsbølle By, Vindinge
411753;Lamdrup By, Vindinge
411754;Rosilde By, Vindinge
411755;Sulkendrup By, Vindinge
411756;Vindinge By, Vindinge
411851;Sentved By, Ørbæk
411852;Æble By, Ørbæk
411853;Ørbæk By, Ørbæk
411854;Ørbæklunde Hgd., Ørbæk
420651;Langå By, Langå
420652;Rygård Hgd., Langå
421051;Anhof Hgd., Svindinge
421052;Glorup Hgd., Svindinge
421053;Lamdrup By, Svindinge
421054;Svindinge By, Svindinge
421055;Tangå Mølle, Svindinge
421251;Tangå By, Øksendrup
421252;Øksendrup By, Øksendrup
2004151;Nyborg Bygrunde
2004152;Nyborg Markjorder
330151;Bellinge By, Bellinge
330152;Borreby Møllegård, Bellinge
330153;Dannesbogårde, Bellinge
330351;Brændekilde By, Brændekilde
330352;Stærmose, Brændekilde
330451;Kristiansdal Hgd., Dalum
330452;Hjallese By, Dalum
330551;Fangel By, Fangel
330751;Kirkendrup By, Næsbyhoved-Broby
330752;Næsbyhoved-Broby By, Næsbyhoved-Broby
330753;Skovs Højrup By, Næsbyhoved-Broby
330851;Ellegård, Paarup
330852;Krogshøjgård, Paarup
330853;Munkerud Gde., Paarup
330854;Paarup By, Paarup
330855;Skovsgård, Paarup
330856;Stegsted By, Paarup
330857;Tarupgård, Paarup
330858;Vejrup By, Paarup
330859;Villestofte By, Paarup
330951;Bøllemose, Sanderum
330952;Dyrup Gde., Sanderum
330953;Elmelund By, Sanderum
330954;Grynborg Gde., Sanderum
330955;Højme By, Sanderum
330956;Ravnebjerg By, Sanderum
330957;Sanderum By, Sanderum
330958;St. Hesbjerg, Sanderum
330959;Holmstrup By, Sanderum
331151;Lindved Hgd., Stenløse
331152;Stenløse By, Stenløse
331153;Svenstrup By, Stenløse
331154;Volderslev By, Stenløse
331351;Korup By, Trøstrup-Korup
331352;Ll. Pederstrup, Trøstrup-Korup
331353;St. Pederstrup, Trøstrup-Korup
331354;Trøstrup By, Trøstrup-Korup
331451;Dyregrave Væde, Ubberud
331452;Ejlstrup, Ubberud
331453;Hovhave, Ubberud
331454;Husemose, Ubberud
331455;Højbjerg By, Ubberud
331456;Kalørgård, Ubberud
331457;Krogshøjgård, Ubberud
331458;Ll. Hesbjerg Gde., Ubberud
331459;Ll. Ubberud By, Ubberud
331460;Radby By, Ubberud
331461;Ravnebjerggyden, Ubberud
331462;Ryggemosegårde, Ubberud
331463;Spedsbjerg, Ubberud
331464;Dyred, Ubberud
331465;Ernebjerg, Ubberud
331466;St. Korsebjerg, Ubberud
331467;St. Ubberud By, Ubberud
331468;Troelse By, Ubberud
331469;Vejrup By, Ubberud
331751;Næsby By, Næsby
331752;Næsbyhoved Mølle, Næsby
340151;Agedrup By, Agedrup
340152;Bullerup By, Agedrup
340153;V. Kærby By, Agedrup
350151;Åsum By, Åsum
350152;Rågelund By, Åsum
350251;Allerup By, Allerup
350252;Torup By, Allerup
350351;Davinde By, Davinde
350352;Sanderumgård Hgd., Davinde
350451;Birkum By, Fraugde
350452;Fraugde By, Fraugde
350453;Fraugdegård Hgd., Fraugde
350454;Fraugde-Kærby By, Fraugde
350455;Hollufgård Hgd., Fraugde
350456;Landkildegård, Fraugde
350457;Neder Holluf By, Fraugde
350458;Over Holluf By, Fraugde
350459;Tornbjerg Gde., Fraugde
350551;Højby By, Højby
350951;Seden By, Seden
360151;Allese By, Allese
360351;Anderup By, Lumby
360352;Anderupgård, Lumby
360353;Bågø Strand, Lumby
360354;Hauge By, Lumby
360355;Kluset, Lumby
360356;Lumby By, Lumby
360357;Lumby Strand, Lumby
360358;Lumby Torp By, Lumby
360359;Skovsbo, Lumby
360360;Stige By, Lumby
2003851;Odense Bygrunde
2003852;Nørremarken, Odense Jorder
2003853;Vestermarken, Odense Jorder
2003854;Østermarken, Odense Jorder
2003855;Biskorup, Odense Jorder
2003856;Blangstedgård, Odense Jorder
2003857;Killerup, Odense Jorder
2003858;Kristiansdal Hgd., Odense Jorder
2003859;Skt. Jørgensmark, Odense Jorder
2003860;Bolbro, Odense Jorder
2003861;Ejby, Odense Jorder
2003862;Kragsbjerg, Odense Jorder
2003863;Hunderup, Odense Jorder
